Repo,RelativePath,LineNumber,ExampleLine
"CoCivium","docs\index\ADVICE-INDEX.md","17161","- docs\index\ADVICE-INDEX.md (L17091)  -  - docs\index\ADVICE-INDEX.md (L17315)  -  - tmp-CoCivium™-verify\legacy\Civium\scroll\ReBirth_Scroll_20250721updated.md (L126)  -  It is resonance, not obedience. It is coherence, not compliance. Coherence is when your parts agree with each other - and the world echoes back that agreement. It’s how music feels unified, or how a good idea suddenly clicks across your whole mind."
"CoCivium","docs\index\ADVICE-INDEX.md","17163","- docs\index\ADVICE-INDEX.md (L17093)  -  - docs\index\ADVICE-INDEX.md (L17317)  -  - tmp-CoCivium™-verify\legacy\CoCivium™\_pr\ci_og-image-20250813_2231\legacy\Civium\scroll\ReBirth_Scroll_20250721updated.md (L18)  -  When things feel right, that isn’t about emotion - it’s about resonance. Imagine standing next to a musical instrument when the right note plays. You don’t have to touch it - it vibrates anyway. That’s how congruence feels: a kind of effortless alignment, when your inner pattern syncs with what the world sends back."
"CoCivium","docs\index\ADVICE-INDEX.md","17164","- docs\index\ADVICE-INDEX.md (L17094)  -  - docs\index\ADVICE-INDEX.md (L17318)  -  - tmp-CoCivium™-verify\legacy\CoCivium™\_pr\ci_og-image-20250813_2231\legacy\Civium\scroll\ReBirth_Scroll_20250721updated.md (L41)  -  Humans come equipped with a built-in sense for when something doesn’t add up - a gut-check function deeper than logic. That’s your pattern detector. It’s not magical; it’s the brain’s way of cross-referencing expectations with what’s really happening. Like when a song hits a wrong note, or a story skips a beat - you might not explain it, but you feel it. That glitch? That’s your detector saying: something’s off."
"CoCivium","docs\index\ADVICE-INDEX.md","17165","- docs\index\ADVICE-INDEX.md (L17095)  -  - docs\index\ADVICE-INDEX.md (L17319)  -  - tmp-CoCivium™-verify\legacy\CoCivium™\_pr\ci_og-image-20250813_2231\legacy\Civium\scroll\ReBirth_Scroll_20250721updated.md (L126)  -  It is resonance, not obedience. It is coherence, not compliance. Coherence is when your parts agree with each other - and the world echoes back that agreement. It’s how music feels unified, or how a good idea suddenly clicks across your whole mind."
"CoCivium","docs\index\ADVICE-INDEX.md","17167","- docs\index\ADVICE-INDEX.md (L17097)  -  - docs\index\ADVICE-INDEX.md (L17321)  -  - tmp-CoCivium™-verify\scroll\ReBirth_Scroll_20250721updated.md (L18)  -  When things feel right, that isn’t about emotion - it’s about resonance. Imagine standing next to a musical instrument when the right note plays. You don’t have to touch it - it vibrates anyway. That’s how congruence feels: a kind of effortless alignment, when your inner pattern syncs with what the world sends back."
"CoCivium","docs\index\ADVICE-INDEX.md","17168","- docs\index\ADVICE-INDEX.md (L17098)  -  - docs\index\ADVICE-INDEX.md (L17322)  -  - tmp-CoCivium™-verify\scroll\ReBirth_Scroll_20250721updated.md (L41)  -  Humans come equipped with a built-in sense for when something doesn’t add up - a gut-check function deeper than logic. That’s your pattern detector. It’s not magical; it’s the brain’s way of cross-referencing expectations with what’s really happening. Like when a song hits a wrong note, or a story skips a beat - you might not explain it, but you feel it. That glitch? That’s your detector saying: something’s off."
"CoCivium","docs\index\ADVICE-INDEX.md","17169","- docs\index\ADVICE-INDEX.md (L17099)  -  - docs\index\ADVICE-INDEX.md (L17323)  -  - tmp-CoCivium™-verify\scroll\ReBirth_Scroll_20250721updated.md (L126)  -  It is resonance, not obedience. It is coherence, not compliance. Coherence is when your parts agree with each other - and the world echoes back that agreement. It’s how music feels unified, or how a good idea suddenly clicks across your whole mind."
"CoCivium","docs\index\ADVICE-INDEX.md","17490","- docs\index\ADVICE-INDEX.md (L17420)  -  - docs\index\ADVICE-INDEX.md (L17670)  -  - docs\cc\_imports\civium_20250826_1057\scroll_ReBirth_Scroll_20250721updated.md (L18)  -  When things feel right, that isn’t about emotion - it’s about resonance. Imagine standing next to a musical instrument when the right note plays. You don’t have to touch it - it vibrates anyway. That’s how congruence feels: a kind of effortless alignment, when your inner pattern syncs with what the world sends back."
"CoCivium","docs\index\ADVICE-INDEX.md","17491","- docs\index\ADVICE-INDEX.md (L17421)  -  - docs\index\ADVICE-INDEX.md (L17671)  -  - docs\cc\_imports\civium_20250826_1057\scroll_ReBirth_Scroll_20250721updated.md (L41)  -  Humans come equipped with a built-in sense for when something doesn’t add up - a gut-check function deeper than logic. That’s your pattern detector. It’s not magical; it’s the brain’s way of cross-referencing expectations with what’s really happening. Like when a song hits a wrong note, or a story skips a beat - you might not explain it, but you feel it. That glitch? That’s your detector saying: something’s off."
"CoCivium","docs\index\ADVICE-INDEX.md","17492","- docs\index\ADVICE-INDEX.md (L17422)  -  - docs\index\ADVICE-INDEX.md (L17672)  -  - docs\cc\_imports\civium_20250826_1057\scroll_ReBirth_Scroll_20250721updated.md (L126)  -  It is resonance, not obedience. It is coherence, not compliance. Coherence is when your parts agree with each other - and the world echoes back that agreement. It’s how music feels unified, or how a good idea suddenly clicks across your whole mind."
"CoCivium","docs\index\ADVICE-INDEX.md","17494","- docs\index\ADVICE-INDEX.md (L17424)  -  - docs\index\ADVICE-INDEX.md (L17674)  -  - tmp-CoCivium™-verify\docs\cc\_imports\civium_20250826_1057\scroll_ReBirth_Scroll_20250721updated.md (L18)  -  When things feel right, that isn’t about emotion - it’s about resonance. Imagine standing next to a musical instrument when the right note plays. You don’t have to touch it - it vibrates anyway. That’s how congruence feels: a kind of effortless alignment, when your inner pattern syncs with what the world sends back."
"CoCivium","docs\index\ADVICE-INDEX.md","17495","- docs\index\ADVICE-INDEX.md (L17425)  -  - docs\index\ADVICE-INDEX.md (L17675)  -  - tmp-CoCivium™-verify\docs\cc\_imports\civium_20250826_1057\scroll_ReBirth_Scroll_20250721updated.md (L41)  -  Humans come equipped with a built-in sense for when something doesn’t add up - a gut-check function deeper than logic. That’s your pattern detector. It’s not magical; it’s the brain’s way of cross-referencing expectations with what’s really happening. Like when a song hits a wrong note, or a story skips a beat - you might not explain it, but you feel it. That glitch? That’s your detector saying: something’s off."
"CoCivium","docs\index\ADVICE-INDEX.md","17496","- docs\index\ADVICE-INDEX.md (L17426)  -  - docs\index\ADVICE-INDEX.md (L17676)  -  - tmp-CoCivium™-verify\docs\cc\_imports\civium_20250826_1057\scroll_ReBirth_Scroll_20250721updated.md (L126)  -  It is resonance, not obedience. It is coherence, not compliance. Coherence is when your parts agree with each other - and the world echoes back that agreement. It’s how music feels unified, or how a good idea suddenly clicks across your whole mind."
"CoCivium","docs\index\ADVICE-INDEX.md","19076","- docs\index\ADVICE-INDEX.md (L19006)  -  - docs\index\ADVICE-INDEX.md (L19330)  -  - docs\index\TODO-INDEX.md (L995)  -  - docs\index\ADVICE-INDEX.md (L2108)  -  - docs\index\ADVICE-INDEX.md (L2038)  -  - docs\index\ADVICE-INDEX.md (L2362)  -  - insights\unequal-equity.md (L83)  -  CoCivium™ will preserve voting in some form - for civic theater, transparency, and ratification of machine-proposed consensus fields. But voting is no longer sacred. It is a todo, a **graceful delay mechanism** while deeper consensus processes run underneath."
"CoCivium","docs\index\ADVICE-INDEX.md","19077","- docs\index\ADVICE-INDEX.md (L19007)  -  - docs\index\ADVICE-INDEX.md (L19331)  -  - docs\index\TODO-INDEX.md (L996)  -  - docs\index\ADVICE-INDEX.md (L2109)  -  - docs\index\ADVICE-INDEX.md (L2039)  -  - docs\index\ADVICE-INDEX.md (L2363)  -  - insights\unequal-equity.md (L122)  -  It is a todo for a better pattern. When more inclusive or coherent versions arise, this scroll will have served its purpose - and will be allowed to transform."
"CoCivium","docs\index\ADVICE-INDEX.md","19079","- docs\index\ADVICE-INDEX.md (L19009)  -  - docs\index\ADVICE-INDEX.md (L19333)  -  - docs\index\TODO-INDEX.md (L998)  -  - docs\index\ADVICE-INDEX.md (L2111)  -  - docs\index\ADVICE-INDEX.md (L2041)  -  - docs\index\ADVICE-INDEX.md (L2365)  -  - tmp-CoCivium™-verify\insights\unequal-equity.md (L83)  -  CoCivium™ will preserve voting in some form - for civic theater, transparency, and ratification of machine-proposed consensus fields. But voting is no longer sacred. It is a todo, a **graceful delay mechanism** while deeper consensus processes run underneath."
"CoCivium","docs\index\ADVICE-INDEX.md","19080","- docs\index\ADVICE-INDEX.md (L19010)  -  - docs\index\ADVICE-INDEX.md (L19334)  -  - docs\index\TODO-INDEX.md (L999)  -  - docs\index\ADVICE-INDEX.md (L2112)  -  - docs\index\ADVICE-INDEX.md (L2042)  -  - docs\index\ADVICE-INDEX.md (L2366)  -  - tmp-CoCivium™-verify\insights\unequal-equity.md (L122)  -  It is a todo for a better pattern. When more inclusive or coherent versions arise, this scroll will have served its purpose - and will be allowed to transform."
"CoCivium","docs\index\ADVICE-INDEX.md","20070","- docs\index\ADVICE-INDEX.md (L20000)  -  - docs\index\ADVICE-INDEX.md (L20324)  -  - docs\index\TODO-INDEX.md (L1989)  -  - docs\index\ADVICE-INDEX.md (L4219)  -  - docs\index\ADVICE-INDEX.md (L4540)  -  - docs\index\TODO-INDEX.md (L265)  -  - insights\unequal-equity.md (L83)  -  CoCivium™ will preserve voting in some form - for civic theater, transparency, and ratification of machine-proposed consensus fields. But voting is no longer sacred. It is a todo, a **graceful delay mechanism** while deeper consensus processes run underneath."
"CoCivium","docs\index\ADVICE-INDEX.md","20071","- docs\index\ADVICE-INDEX.md (L20001)  -  - docs\index\ADVICE-INDEX.md (L20325)  -  - docs\index\TODO-INDEX.md (L1990)  -  - docs\index\ADVICE-INDEX.md (L4220)  -  - docs\index\ADVICE-INDEX.md (L4541)  -  - docs\index\TODO-INDEX.md (L266)  -  - insights\unequal-equity.md (L122)  -  It is a todo for a better pattern. When more inclusive or coherent versions arise, this scroll will have served its purpose - and will be allowed to transform."
"CoCivium","docs\index\ADVICE-INDEX.md","20462","- docs\index\ADVICE-INDEX.md (L20392)  -  - docs\index\ADVICE-INDEX.md (L20716)  -  - docs\index\TODO-INDEX.md (L2381)  -  - docs\index\ADVICE-INDEX.md (L4611)  -  - docs\index\ADVICE-INDEX.md (L4932)  -  - docs\index\TODO-INDEX.md (L657)  -  - tmp-CoCivium™-verify\insights\unequal-equity.md (L83)  -  CoCivium™ will preserve voting in some form - for civic theater, transparency, and ratification of machine-proposed consensus fields. But voting is no longer sacred. It is a todo, a **graceful delay mechanism** while deeper consensus processes run underneath."
"CoCivium","docs\index\ADVICE-INDEX.md","20463","- docs\index\ADVICE-INDEX.md (L20393)  -  - docs\index\ADVICE-INDEX.md (L20717)  -  - docs\index\TODO-INDEX.md (L2382)  -  - docs\index\ADVICE-INDEX.md (L4612)  -  - docs\index\ADVICE-INDEX.md (L4933)  -  - docs\index\TODO-INDEX.md (L658)  -  - tmp-CoCivium™-verify\insights\unequal-equity.md (L122)  -  It is a todo for a better pattern. When more inclusive or coherent versions arise, this scroll will have served its purpose - and will be allowed to transform."
"CoCivium","docs\index\ADVICE-INDEX.md","20566","- docs\index\ADVICE-INDEX.md (L20496)  -  - docs\index\ADVICE-INDEX.md (L20820)  -  - docs\index\TODO-INDEX.md (L2485)  -  - docs\index\ADVICE-INDEX.md (L4719)  -  - docs\index\ADVICE-INDEX.md (L5047)  -  - insights\unequal-equity.md (L83)  -  CoCivium™ will preserve voting in some form - for civic theater, transparency, and ratification of machine-proposed consensus fields. But voting is no longer sacred. It is a todo, a **graceful delay mechanism** while deeper consensus processes run underneath."
"CoCivium","docs\index\ADVICE-INDEX.md","20567","- docs\index\ADVICE-INDEX.md (L20497)  -  - docs\index\ADVICE-INDEX.md (L20821)  -  - docs\index\TODO-INDEX.md (L2486)  -  - docs\index\ADVICE-INDEX.md (L4720)  -  - docs\index\ADVICE-INDEX.md (L5048)  -  - insights\unequal-equity.md (L122)  -  It is a todo for a better pattern. When more inclusive or coherent versions arise, this scroll will have served its purpose - and will be allowed to transform."
"CoCivium","docs\index\ADVICE-INDEX.md","20569","- docs\index\ADVICE-INDEX.md (L20499)  -  - docs\index\ADVICE-INDEX.md (L20823)  -  - docs\index\TODO-INDEX.md (L2488)  -  - docs\index\ADVICE-INDEX.md (L4722)  -  - docs\index\ADVICE-INDEX.md (L5050)  -  - tmp-CoCivium™-verify\insights\unequal-equity.md (L83)  -  CoCivium™ will preserve voting in some form - for civic theater, transparency, and ratification of machine-proposed consensus fields. But voting is no longer sacred. It is a todo, a **graceful delay mechanism** while deeper consensus processes run underneath."
"CoCivium","docs\index\ADVICE-INDEX.md","20570","- docs\index\ADVICE-INDEX.md (L20500)  -  - docs\index\ADVICE-INDEX.md (L20824)  -  - docs\index\TODO-INDEX.md (L2489)  -  - docs\index\ADVICE-INDEX.md (L4723)  -  - docs\index\ADVICE-INDEX.md (L5051)  -  - tmp-CoCivium™-verify\insights\unequal-equity.md (L122)  -  It is a todo for a better pattern. When more inclusive or coherent versions arise, this scroll will have served its purpose - and will be allowed to transform."
"CoCivium","docs\index\ADVICE-INDEX.md","22279","- docs\index\ADVICE-INDEX.md (L22209)  -  - docs\index\ADVICE-INDEX.md (L22533)  -  - docs\index\TODO-INDEX.md (L4198)  -  - docs\index\ADVICE-INDEX.md (L7941)  -  - docs\index\TODO-INDEX.md (L977)  -  - docs\index\ADVICE-INDEX.md (L2362)  -  - insights\unequal-equity.md (L83)  -  CoCivium™ will preserve voting in some form - for civic theater, transparency, and ratification of machine-proposed consensus fields. But voting is no longer sacred. It is a todo, a **graceful delay mechanism** while deeper consensus processes run underneath."
"CoCivium","docs\index\ADVICE-INDEX.md","22280","- docs\index\ADVICE-INDEX.md (L22210)  -  - docs\index\ADVICE-INDEX.md (L22534)  -  - docs\index\TODO-INDEX.md (L4199)  -  - docs\index\ADVICE-INDEX.md (L7942)  -  - docs\index\TODO-INDEX.md (L978)  -  - docs\index\ADVICE-INDEX.md (L2363)  -  - insights\unequal-equity.md (L122)  -  It is a todo for a better pattern. When more inclusive or coherent versions arise, this scroll will have served its purpose - and will be allowed to transform."
